layer,src0_name,n_tokens,top_k,n_expert,ids
2,"blk.2.ffn_down_exps.weight",1,8,232,52 21 174 115 18 27 28 1
3,"blk.3.ffn_gate_exps.weight",1,8,232,175 20 112 208 122 110 97 188
3,"blk.3.ffn_up_exps.weight",1,8,232,175 20 112 208 122 110 97 188
3,"blk.3.ffn_down_exps.weight",1,8,232,175 20 112 208 122 110 97 188
4,"blk.4.ffn_gate_exps.weight",1,8,232,22 164 63 156 151 160 202 217
4,"blk.4.ffn_up_exps.weight",1,8,232,22 164 63 156 151 160 202 217
4,"blk.4.ffn_down_exps.weight",1,8,232,22 164 63 156 151 160 202 217
5,"blk.5.ffn_gate_exps.weight",1,8,232,107 96 8 210 73 104 179 194
5,"blk.5.ffn_up_exps.weight",1,8,232,107 96 8 210 73 104 179 194
5,"blk.5.ffn_down_exps.weight",1,8,232,107 96 8 210 73 104 179 194
6,"blk.6.ffn_gate_exps.weight",1,8,232,209 178 223 228 165 88 0 180
6,"blk.6.ffn_up_exps.weight",1,8,232,209 178 223 228 165 88 0 180
6,"blk.6.ffn_down_exps.weight",1,8,232,209 178 223 228 165 88 0 180
7,"blk.7.ffn_gate_exps.weight",1,8,232,224 2 180 14 17 47 61 120
7,"blk.7.ffn_up_exps.weight",1,8,232,224 2 180 14 17 47 61 120
7,"blk.7.ffn_down_exps.weight",1,8,232,224 2 180 14 17 47 61 120
8,"blk.8.ffn_gate_exps.weight",1,8,232,106 1 92 2 208 136 93 90
8,"blk.8.ffn_up_exps.weight",1,8,232,106 1 92 2 208 136 93 90
8,"blk.8.ffn_down_exps.weight",1,8,232,106 1 92 2 208 136 93 90
9,"blk.9.ffn_gate_exps.weight",1,8,232,22 106 136 97 167 144 57 1
9,"blk.9.ffn_up_exps.weight",1,8,232,22 106 136 97 167 144 57 1
9,"blk.9.ffn_down_exps.weight",1,8,232,22 106 136 97 167 144 57 1
10,"blk.10.ffn_gate_exps.weight",1,8,232,41 149 27 13 12 219 192 94
10,"blk.10.ffn_up_exps.weight",1,8,232,41 149 27 13 12 219 192 94
10,"blk.10.ffn_down_exps.weight",1,8,232,41 149 27 13 12 219 192 94
11,"blk.11.ffn_gate_exps.weight",1,8,232,81 74 69 208 35 164 125 227
11,"blk.11.ffn_up_exps.weight",1,8,232,81 74 69 208 35 164 125 227
11,"blk.11.ffn_down_exps.weight",1,8,232,81 74 69 208 35 164 125 227
12,"blk.12.ffn_gate_exps.weight",1,8,232,86 220 105 218 69 216 99 100
12,"blk.12.ffn_up_exps.weight",1,8,232,86 220 105 218 69 216 99 100
12,"blk.12.ffn_down_exps.weight",1,8,232,86 220 105 218 69 216 99 100
13,"blk.13.ffn_gate_exps.weight",1,8,232,132 37 193 104 107 58 178 142
13,"blk.13.ffn_up_exps.weight",1,8,232,132 37 193 104 107 58 178 142
13,"blk.13.ffn_down_exps.weight",1,8,232,132 37 193 104 107 58 178 142
14,"blk.14.ffn_gate_exps.weight",1,8,232,173 82 163 107 1 156 178 0
14,"blk.14.ffn_up_exps.weight",1,8,232,173 82 163 107 1 156 178 0
14,"blk.14.ffn_down_exps.weight",1,8,232,173 82 163 107 1 156 178 0
15,"blk.15.ffn_gate_exps.weight",1,8,232,86 132 231 130 213 97 220 200
15,"blk.15.ffn_up_exps.weight",1,8,232,86 132 231 130 213 97 220 200
15,"blk.15.ffn_down_exps.weight",1,8,232,86 132 231 130 213 97 220 200
16,"blk.16.ffn_gate_exps.weight",1,8,232,193 77 192 154 180 10 142 131
16,"blk.16.ffn_up_exps.weight",1,8,232,193 77 192 154 180 10 142 131
16,"blk.16.ffn_down_exps.weight",1,8,232,193 77 192 154 180 10 142 131
17,"blk.17.ffn_gate_exps.weight",1,8,232,131 42 24 223 185 4 84 219
17,"blk.17.ffn_up_exps.weight",1,8,232,131 42 24 223 185 4 84 219
17,"blk.17.ffn_down_exps.weight",1,8,232,131 42 24 223 185 4 84 219
18,"blk.18.ffn_gate_exps.weight",1,8,232,140 86 8 136 58 128 188 83
18,"blk.18.ffn_up_exps.weight",1,8,232,140 86 8 136 58 128 188 83
18,"blk.18.ffn_down_exps.weight",1,8,232,140 86 8 136 58 128 188 83
19,"blk.19.ffn_gate_exps.weight",1,8,232,100 210 169 108 144 93 226 227
19,"blk.19.ffn_up_exps.weight",1,8,232,100 210 169 108 144 93 226 227
19,"blk.19.ffn_down_exps.weight",1,8,232,100 210 169 108 144 93 226 227
20,"blk.20.ffn_gate_exps.weight",1,8,232,59 156 92 25 49 2 128 144
20,"blk.20.ffn_up_exps.weight",1,8,232,59 156 92 25 49 2 128 144
20,"blk.20.ffn_down_exps.weight",1,8,232,59 156 92 25 49 2 128 144
21,"blk.21.ffn_gate_exps.weight",1,8,232,108 154 186 133 203 144 67 134
21,"blk.21.ffn_up_exps.weight",1,8,232,108 154 186 133 203 144 67 134
21,"blk.21.ffn_down_exps.weight",1,8,232,108 154 186 133 203 144 67 134
22,"blk.22.ffn_gate_exps.weight",1,8,232,15 2 156 57 146 210 78 190
22,"blk.22.ffn_up_exps.weight",1,8,232,15 2 156 57 146 210 78 190
22,"blk.22.ffn_down_exps.weight",1,8,232,15 2 156 57 146 210 78 190
23,"blk.23.ffn_gate_exps.weight",1,8,232,69 171 183 164 188 168 182 176
23,"blk.23.ffn_up_exps.weight",1,8,232,69 171 183 164 188 168 182 176
23,"blk.23.ffn_down_exps.weight",1,8,232,69 171 183 164 188 168 182 176
24,"blk.24.ffn_gate_exps.weight",1,8,232,103 35 13 180 100 184 39 194
24,"blk.24.ffn_up_exps.weight",1,8,232,103 35 13 180 100 184 39 194
24,"blk.24.ffn_down_exps.weight",1,8,232,103 35 13 180 100 184 39 194
25,"blk.25.ffn_gate_exps.weight",1,8,232,77 130 166 155 158 66 128 105
25,"blk.25.ffn_up_exps.weight",1,8,232,77 130 166 155 158 66 128 105
25,"blk.25.ffn_down_exps.weight",1,8,232,77 130 166 155 158 66 128 105
26,"blk.26.ffn_gate_exps.weight",1,8,232,208 44 150 64 225 155 216 149
26,"blk.26.ffn_up_exps.weight",1,8,232,208 44 150 64 225 155 216 149
26,"blk.26.ffn_down_exps.weight",1,8,232,208 44 150 64 225 155 216 149
27,"blk.27.ffn_gate_exps.weight",1,8,232,65 89 39 80 190 178 87 153
27,"blk.27.ffn_up_exps.weight",1,8,232,65 89 39 80 190 178 87 153
27,"blk.27.ffn_down_exps.weight",1,8,232,65 89 39 80 190 178 87 153
0,"blk.0.ffn_gate_exps.weight",1,8,232,82 105 38 106 85 114 215 49
0,"blk.0.ffn_up_exps.weight",1,8,232,82 105 38 106 85 114 215 49
0,"blk.0.ffn_down_exps.weight",1,8,232,82 105 38 106 85 114 215 49
1,"blk.1.ffn_gate_exps.weight",1,8,232,191 194 91 174 121 86 190 25
1,"blk.1.ffn_up_exps.weight",1,8,232,191 194 91 174 121 86 190 25
1,"blk.1.ffn_down_exps.weight",1,8,232,191 194 91 174 121 86 190 25
2,"blk.2.ffn_gate_exps.weight",1,8,232,4 105 79 224 88 50 112 108
2,"blk.2.ffn_up_exps.weight",1,8,232,4 105 79 224 88 50 112 108
2,"blk.2.ffn_down_exps.weight",1,8,232,4 105 79 224 88 50 112 108
3,"blk.3.ffn_gate_exps.weight",1,8,232,137 59 72 92 67 22 74 151
3,"blk.3.ffn_up_exps.weight",1,8,232,137 59 72 92 67 22 74 151
3,"blk.3.ffn_down_exps.weight",1,8,232,137 59 72 92 67 22 74 151
4,"blk.4.ffn_gate_exps.weight",1,8,232,58 65 18 110 190 56 55 151
4,"blk.4.ffn_up_exps.weight",1,8,232,58 65 18 110 190 56 55 151
4,"blk.4.ffn_down_exps.weight",1,8,232,58 65 18 110 190 56 55 151
5,"blk.5.ffn_gate_exps.weight",1,8,232,185 229 194 59 14 107 210 98
5,"blk.5.ffn_up_exps.weight",1,8,232,185 229 194 59 14 107 210 98
5,"blk.5.ffn_down_exps.weight",1,8,232,185 229 194 59 14 107 210 98
6,"blk.6.ffn_gate_exps.weight",1,8,232,95 102 133 90 44 184 112 209
6,"blk.6.ffn_up_exps.weight",1,8,232,95 102 133 90 44 184 112 209
6,"blk.6.ffn_down_exps.weight",1,8,232,95 102 133 90 44 184 112 209
7,"blk.7.ffn_gate_exps.weight",1,8,232,162 160 121 138 61 227 129 120
7,"blk.7.ffn_up_exps.weight",1,8,232,162 160 121 138 61 227 129 120
7,"blk.7.ffn_down_exps.weight",1,8,232,162 160 121 138 61 227 129 120
8,"blk.8.ffn_gate_exps.weight",1,8,232,145 75 218 126 154 92 106 7
8,"blk.8.ffn_up_exps.weight",1,8,232,145 75 218 126 154 92 106 7
8,"blk.8.ffn_down_exps.weight",1,8,232,145 75 218 126 154 92 106 7
9,"blk.9.ffn_gate_exps.weight",1,8,232,135 22 97 57 136 87 1 98
9,"blk.9.ffn_up_exps.weight",1,8,232,135 22 97 57 136 87 1 98
9,"blk.9.ffn_down_exps.weight",1,8,232,135 22 97 57 136 87 1 98
10,"blk.10.ffn_gate_exps.weight",1,8,232,149 98 72 220 41 13 122 27
10,"blk.10.ffn_up_exps.weight",1,8,232,149 98 72 220 41 13 122 27
10,"blk.10.ffn_down_exps.weight",1,8,232,149 98 72 220 41 13 122 27
11,"blk.11.ffn_gate_exps.weight",1,8,232,69 161 59 144 81 125 129 54
11,"blk.11.ffn_up_exps.weight",1,8,232,69 161 59 144 81 125 129 54
11,"blk.11.ffn_down_exps.weight",1,8,232,69 161 59 144 81 125 129 54
12,"blk.12.ffn_gate_exps.weight",1,8,232,220 69 105 86 99 70 68 40
12,"blk.12.ffn_up_exps.weight",1,8,232,220 69 105 86 99 70 68 40
12,"blk.12.ffn_down_exps.weight",1,8,232,220 69 105 86 99 70 68 40
13,"blk.13.ffn_gate_exps.weight",1,8,232,132 184 65 53 37 50 18 142
13,"blk.13.ffn_up_exps.weight",1,8,232,132 184 65 53 37 50 18 142
13,"blk.13.ffn_down_exps.weight",1,8,232,132 184 65 53 37 50 18 142
14,"blk.14.ffn_gate_exps.weight",1,8,232,67 200 206 12 123 192 225 196
14,"blk.14.ffn_up_exps.weight",1,8,232,67 200 206 12 123 192 225 196
14,"blk.14.ffn_down_exps.weight",1,8,232,67 200 206 12 123 192 225 196
15,"blk.15.ffn_gate_exps.weight",1,8,232,86 158 40 79 21 192 48 160
15,"blk.15.ffn_up_exps.weight",1,8,232,86 158 40 79 21 192 48 160
15,"blk.15.ffn_down_exps.weight",1,8,232,86 158 40 79 21 192 48 160
16,"blk.16.ffn_gate_exps.weight",1,8,232,37 144 196 21 49 149 35 28
16,"blk.16.ffn_up_exps.weight",1,8,232,37 144 196 21 49 149 35 28
16,"blk.16.ffn_down_exps.weight",1,8,232,37 144 196 21 49 149 35 28
17,"blk.17.ffn_gate_exps.weight",1,8,232,225 54 138 207 159 152 140 26
17,"blk.17.ffn_up_exps.weight",1,8,232,225 54 138 207 159 152 140 26
17,"blk.17.ffn_down_exps.weight",1,8,232,225 54 138 207 159 152 140 26
18,"blk.18.ffn_gate_exps.weight",1,8,232,4 140 203 145 49 65 149 223
18,"blk.18.ffn_up_exps.weight",1,8,232,4 140 203 145 49 65 149 223
18,"blk.18.ffn_down_exps.weight",1,8,232,4 140 203 145 49 65 149 223
19,"blk.19.ffn_gate_exps.weight",1,8,232,6 100 171 226 225 80 132 21
19,"blk.19.ffn_up_exps.weight",1,8,232,6 100 171 226 225 80 132 21
19,"blk.19.ffn_down_exps.weight",1,8,232,6 100 171 226 225 80 132 21
20,"blk.20.ffn_gate_exps.weight",1,8,232,17 76 98 227 144 104 29 148
20,"blk.20.ffn_up_exps.weight",1,8,232,17 76 98 227 144 104 29 148
20,"blk.20.ffn_down_exps.weight",1,8,232,17 76 98 227 144 104 29 148
21,"blk.21.ffn_gate_exps.weight",1,8,232,35 107 186 134 203 106 133 60
21,"blk.21.ffn_up_exps.weight",1,8,232,35 107 186 134 203 106 133 60
21,"blk.21.ffn_down_exps.weight",1,8,232,35 107 186 134 203 106 133 60
22,"blk.22.ffn_gate_exps.weight",1,8,232,190 177 146 198 225 187 15 78
22,"blk.22.ffn_up_exps.weight",1,8,232,190 177 146 198 225 187 15 78
22,"blk.22.ffn_down_exps.weight",1,8,232,190 177 146 198 225 187 15 78
23,"blk.23.ffn_gate_exps.weight",1,8,232,54 107 20 171 155 205 212 50
23,"blk.23.ffn_up_exps.weight",1,8,232,54 107 20 171 155 205 212 50
23,"blk.23.ffn_down_exps.weight",1,8,232,54 107 20 171 155 205 212 50
24,"blk.24.ffn_gate_exps.weight",1,8,232,23 15 1 201 81 204 219 162
24,"blk.24.ffn_up_exps.weight",1,8,232,23 15 1 201 81 204 219 162
24,"blk.24.ffn_down_exps.weight",1,8,232,23 15 1 201 81 204 219 162
25,"blk.25.ffn_gate_exps.weight",1,8,232,104 123 34 130 28 105 121 109
25,"blk.25.ffn_up_exps.weight",1,8,232,104 123 34 130 28 105 121 109
25,"blk.25.ffn_down_exps.weight",1,8,232,104 123 34 130 28 105 121 109
26,"blk.26.ffn_gate_exps.weight",1,8,232,149 136 46 64 155 45 203 220
26,"blk.26.ffn_up_exps.weight",1,8,232,149 136 46 64 155 45 203 220
26,"blk.26.ffn_down_exps.weight",1,8,232,149 136 46 64 155 45 203 220
27,"blk.27.ffn_gate_exps.weight",1,8,232,65 178 35 108 43 86 18 132
27,"blk.27.ffn_up_exps.weight",1,8,232,65 178 35 108 43 86 18 132
27,"blk.27.ffn_down_exps.weight",1,8,232,65 178 35 108 43 86 18 132
0,"blk.0.ffn_gate_exps.weight",1,8,232,51 154 75 48 218 119 43 208
0,"blk.0.ffn_up_exps.weight",1,8,232,51 154 75 48 218 119 43 208
0,"blk.0.ffn_down_exps.weight",1,8,232,51 154 75 48 218 119 43 208
1,"blk.1.ffn_gate_exps.weight",1,8,232,100 156 79 43 111 204 24 3
1,"blk.1.ffn_up_exps.weight",1,8,232,100 156 79 43 111 204 24 3
1,"blk.1.ffn_down_exps.weight",1,8,232,100 156 79 43 111 204 24 3
2,"blk.2.ffn_gate_exps.weight",1,8,232,181 222 175 164 38 89 226 34
2,"blk.2.ffn_up_exps.weight",1,8,232,181 222 175 164 38 89 226 34
2,"blk.2.ffn_down_exps.weight",1,8,232,181 222 175 164 38 89 226 34
3,"blk.3.ffn_gate_exps.weight",1,8,232,148 40 214 73 156 130 168 41
3,"blk.3.ffn_up_exps.weight",1,8,232,148 40 214 73 156 130 168 41
3,"blk.3.ffn_down_exps.weight",1,8,232,148 40 214 73 156 130 168 41
4,"blk.4.ffn_gate_exps.weight",1,8,232,54 113 111 102 114 146 157 60
4,"blk.4.ffn_up_exps.weight",1,8,232,54 113 111 102 114 146 157 60
4,"blk.4.ffn_down_exps.weight",1,8,232,54 113 111 102 114 146 157 60
5,"blk.5.ffn_gate_exps.weight",1,8,232,146 14 227 171 165 84 147 43
5,"blk.5.ffn_up_exps.weight",1,8,232,146 14 227 171 165 84 147 43
5,"blk.5.ffn_down_exps.weight",1,8,232,146 14 227 171 165 84 147 43
6,"blk.6.ffn_gate_exps.weight",1,8,232,210 176 207 89 60 130 96 7
6,"blk.6.ffn_up_exps.weight",1,8,232,210 176 207 89 60 130 96 7
6,"blk.6.ffn_down_exps.weight",1,8,232,210 176 207 89 60 130 96 7
7,"blk.7.ffn_gate_exps.weight",1,8,232,127 37 110 120 87 130 230 195
7,"blk.7.ffn_up_exps.weight",1,8,232,127 37 110 120 87 130 230 195
7,"blk.7.ffn_down_exps.weight",1,8,232,127 37 110 120 87 130 230 195
8,"blk.8.ffn_gate_exps.weight",1,8,232,126 144 128 96 99 11 209 88
8,"blk.8.ffn_up_exps.weight",1,8,232,126 144 128 96 99 11 209 88
8,"blk.8.ffn_down_exps.weight",1,8,232,126 144 128 96 99 11 209 88
9,"blk.9.ffn_gate_exps.weight",1,8,232,135 181 98 173 81 32 129 150
9,"blk.9.ffn_up_exps.weight",1,8,232,135 181 98 173 81 32 129 150
9,"blk.9.ffn_down_exps.weight",1,8,232,135 181 98 173 81 32 129 150
10,"blk.10.ffn_gate_exps.weight",1,8,232,227 72 172 55 161 60 218 111
10,"blk.10.ffn_up_exps.weight",1,8,232,227 72 172 55 161 60 218 111
10,"blk.10.ffn_down_exps.weight",1,8,232,227 72 172 55 161 60 218 111
11,"blk.11.ffn_gate_exps.weight",1,8,232,173 54 161 210 144 107 25 51
11,"blk.11.ffn_up_exps.weight",1,8,232,173 54 161 210 144 107 25 51
11,"blk.11.ffn_down_exps.weight",1,8,232,173 54 161 210 144 107 25 51
12,"blk.12.ffn_gate_exps.weight",1,8,232,34 169 135 161 160 70 48 27
12,"blk.12.ffn_up_exps.weight",1,8,232,34 169 135 161 160 70 48 27
12,"blk.12.ffn_down_exps.weight",1,8,232,34 169 135 161 160 70 48 27
13,"blk.13.ffn_gate_exps.weight",1,8,232,142 184 169 116 50 139 224 53
13,"blk.13.ffn_up_exps.weight",1,8,232,142 184 169 116 50 139 224 53
13,"blk.13.ffn_down_exps.weight",1,8,232,142 184 169 116 50 139 224 53
14,"blk.14.ffn_gate_exps.weight",1,8,232,200 18 149 221 105 206 225 192
14,"blk.14.ffn_up_exps.weight",1,8,232,200 18 149 221 105 206 225 192
14,"blk.14.ffn_down_exps.weight",1,8,232,200 18 149 221 105 206 225 192
15,"blk.15.ffn_gate_exps.weight",1,8,232,158 230 25 4 75 44 192 55
15,"blk.15.ffn_up_exps.weight",1,8,232,158 230 25 4 75 44 192 55
15,"blk.15.ffn_down_exps.weight",1,8,232,158 230 25 4 75 44 192 55
16,"blk.16.ffn_gate_exps.weight",1,8,232,126 127 149 198 28 109 34 150
16,"blk.16.ffn_up_exps.weight",1,8,232,126 127 149 198 28 109 34 150
16,"blk.16.ffn_down_exps.weight",1,8,232,126 127 149 198 28 109 34 150
17,"blk.17.ffn_gate_exps.weight",1,8,232,114 14 105 33 79 1 63 116
17,"blk.17.ffn_up_exps.weight",1,8,232,114 14 105 33 79 1 63 116
17,"blk.17.ffn_down_exps.weight",1,8,232,114 14 105 33 79 1 63 116
18,"blk.18.ffn_gate_exps.weight",1,8,232,60 11 145 163 159 77 126 223
18,"blk.18.ffn_up_exps.weight",1,8,232,60 11 145 163 159 77 126 223
18,"blk.18.ffn_down_exps.weight",1,8,232,60 11 145 163 159 77 126 223
19,"blk.19.ffn_gate_exps.weight",1,8,232,170 137 5 103 188 182 35 54
19,"blk.19.ffn_up_exps.weight",1,8,232,170 137 5 103 188 182 35 54
19,"blk.19.ffn_down_exps.weight",1,8,232,170 137 5 103 188 182 35 54
20,"blk.20.ffn_gate_exps.weight",1,8,232,99 111 203 186 43 22 80 182
20,"blk.20.ffn_up_exps.weight",1,8,232,99 111 203 186 43 22 80 182
20,"blk.20.ffn_down_exps.weight",1,8,232,99 111 203 186 43 22 80 182
21,"blk.21.ffn_gate_exps.weight",1,8,232,24 186 48 45 205 53 32 107
21,"blk.21.ffn_up_exps.weight",1,8,232,24 186 48 45 205 53 32 107
21,"blk.21.ffn_down_exps.weight",1,8,232,24 186 48 45 205 53 32 107
22,"blk.22.ffn_gate_exps.weight",1,8,232,87 149 71 18 227 69 58 153
22,"blk.22.ffn_up_exps.weight",1,8,232,87 149 71 18 227 69 58 153
22,"blk.22.ffn_down_exps.weight",1,8,232,87 149 71 18 227 69 58 153
23,"blk.23.ffn_gate_exps.weight",1,8,232,23 184 14 30 3 174 189 84
23,"blk.23.ffn_up_exps.weight",1,8,232,23 184 14 30 3 174 189 84
23,"blk.23.ffn_down_exps.weight",1,8,232,23 184 14 30 3 174 189 84
24,"blk.24.ffn_gate_exps.weight",1,8,232,82 44 39 36 171 162 58 80
24,"blk.24.ffn_up_exps.weight",1,8,232,82 44 39 36 171 162 58 80
24,"blk.24.ffn_down_exps.weight",1,8,232,82 44 39 36 171 162 58 80
25,"blk.25.ffn_gate_exps.weight",1,8,232,31 225 105 34 28 187 189 112
25,"blk.25.ffn_up_exps.weight",1,8,232,31 225 105 34 28 187 189 112
25,"blk.25.ffn_down_exps.weight",1,8,232,31 225 105 34 28 187 189 112
26,"blk.26.ffn_gate_exps.weight",1,8,232,53 109 151 155 45 129 38 222
26,"blk.26.ffn_up_exps.weight",1,8,232,53 109 151 155 45 129 38 222
26,"blk.26.ffn_down_exps.weight",1,8,232,53 109 151 155 45 129 38 222
27,"blk.27.ffn_gate_exps.weight",1,8,232,9 46 184 109 202 42 80 21
27,"blk.27.ffn_up_exps.weight",1,8,232,9 46 184 109 202 42 80 21
27,"blk.27.ffn_down_exps.weight",1,8,232,9 46 184 109 202 42 80 21
0,"blk.0.ffn_gate_exps.weight",1,8,232,106 85 201 111 105 73 204 200
0,"blk.0.ffn_up_exps.weight",1,8,232,106 85 201 111 105 73 204 200
0,"blk.0.ffn_down_exps.weight",1,8,232,106 85 201 111 105 73 204 200
1,"blk.1.ffn_gate_exps.weight",1,8,232,192 139 194 27 190 94 91 93
1,"blk.1.ffn_up_exps.weight",1,8,232,192 139 194 27 190 94 91 93
1,"blk.1.ffn_down_exps.weight",1,8,232,192 139 194 27 190 94 91 93
2,"blk.2.ffn_gate_exps.weight",1,8,232,100 88 105 206 79 4 37 224
2,"blk.2.ffn_up_exps.weight",1,8,232,100 88 105 206 79 4 37 224
2,"blk.2.ffn_down_exps.weight",1,8,232,100 88 105 206 79 4 37 224
3,"blk.3.ffn_gate_exps.weight",1,8,232,95 75 194 137 67 93 59 72
3,"blk.3.ffn_up_exps.weight",1,8,232,95 75 194 137 67 93 59 72
3,"blk.3.ffn_down_exps.weight",1,8,232,95 75 194 137 67 93 59 72
4,"blk.4.ffn_gate_exps.weight",1,8,232,56 110 149 18 17 65 172 58
4,"blk.4.ffn_up_exps.weight",1,8,232,56 110 149 18 17 65 172 58
4,"blk.4.ffn_down_exps.weight",1,8,232,56 110 149 18 17 65 172 58
5,"blk.5.ffn_gate_exps.weight",1,8,232,28 98 204 194 229 146 97 185
5,"blk.5.ffn_up_exps.weight",1,8,232,28 98 204 194 229 146 97 185
5,"blk.5.ffn_down_exps.weight",1,8,232,28 98 204 194 229 146 97 185
6,"blk.6.ffn_gate_exps.weight",1,8,232,133 102 227 44 49 222 178 23
6,"blk.6.ffn_up_exps.weight",1,8,232,133 102 227 44 49 222 178 23
6,"blk.6.ffn_down_exps.weight",1,8,232,133 102 227 44 49 222 178 23
7,"blk.7.ffn_gate_exps.weight",1,8,232,121 162 138 142 190 61 107 160
7,"blk.7.ffn_up_exps.weight",1,8,232,121 162 138 142 190 61 107 160
7,"blk.7.ffn_down_exps.weight",1,8,232,121 162 138 142 190 61 107 160
8,"blk.8.ffn_gate_exps.weight",1,8,232,145 92 105 75 208 210 90 10
8,"blk.8.ffn_up_exps.weight",1,8,232,145 92 105 75 208 210 90 10
8,"blk.8.ffn_down_exps.weight",1,8,232,145 92 105 75 208 210 90 10
9,"blk.9.ffn_gate_exps.weight",1,8,232,22 146 97 187 149 65 193 178
9,"blk.9.ffn_up_exps.weight",1,8,232,22 146 97 187 149 65 193 178
9,"blk.9.ffn_down_exps.weight",1,8,232,22 146 97 187 149 65 193 178
10,"blk.10.ffn_gate_exps.weight",1,8,232,91 27 220 149 18 41 114 170
10,"blk.10.ffn_up_exps.weight",1,8,232,91 27 220 149 18 41 114 170
10,"blk.10.ffn_down_exps.weight",1,8,232,91 27 220 149 18 41 114 170
11,"blk.11.ffn_gate_exps.weight",1,8,232,125 69 164 25 32 114 136 81
11,"blk.11.ffn_up_exps.weight",1,8,232,125 69 164 25 32 114 136 81
11,"blk.11.ffn_down_exps.weight",1,8,232,125 69 164 25 32 114 136 81
12,"blk.12.ffn_gate_exps.weight",1,8,232,86 69 220 178 108 68 105 98
12,"blk.12.ffn_up_exps.weight",1,8,232,86 69 220 178 108 68 105 98
12,"blk.12.ffn_down_exps.weight",1,8,232,86 69 220 178 108 68 105 98
13,"blk.13.ffn_gate_exps.weight",1,8,232,197 126 132 142 191 37 225 50
13,"blk.13.ffn_up_exps.weight",1,8,232,197 126 132 142 191 37 225 50
13,"blk.13.ffn_down_exps.weight",1,8,232,197 126 132 142 191 37 225 50
14,"blk.14.ffn_gate_exps.weight",1,8,232,107 101 55 206 82 135 173 225
14,"blk.14.ffn_up_exps.weight",1,8,232,107 101 55 206 82 135 173 225
14,"blk.14.ffn_down_exps.weight",1,8,232,107 101 55 206 82 135 173 225
15,"blk.15.ffn_gate_exps.weight",1,8,232,86 231 192 44 105 130 55 160
15,"blk.15.ffn_up_exps.weight",1,8,232,86 231 192 44 105 130 55 160
15,"blk.15.ffn_down_exps.weight",1,8,232,86 231 192 44 105 130 55 160
16,"blk.16.ffn_gate_exps.weight",1,8,232,136 142 6 131 144 192 183 49
16,"blk.16.ffn_up_exps.weight",1,8,232,136 142 6 131 144 192 183 49
16,"blk.16.ffn_down_exps.weight",1,8,232,136 142 6 131 144 192 183 49
17,"blk.17.ffn_gate_exps.weight",1,8,232,24 73 92 138 214 196 42 229
17,"blk.17.ffn_up_exps.weight",1,8,232,24 73 92 138 214 196 42 229
17,"blk.17.ffn_down_exps.weight",1,8,232,24 73 92 138 214 196 42 229
18,"blk.18.ffn_gate_exps.weight",1,8,232,140 119 136 93 149 10 85 146
18,"blk.18.ffn_up_exps.weight",1,8,232,140 119 136 93 149 10 85 146
18,"blk.18.ffn_down_exps.weight",1,8,232,140 119 136 93 149 10 85 146
19,"blk.19.ffn_gate_exps.weight",1,8,232,196 100 226 180 56 191 21 182
19,"blk.19.ffn_up_exps.weight",1,8,232,196 100 226 180 56 191 21 182
19,"blk.19.ffn_down_exps.weight",1,8,232,196 100 226 180 56 191 21 182
20,"blk.20.ffn_gate_exps.weight",1,8,232,59 140 198 128 111 97 148 170
20,"blk.20.ffn_up_exps.weight",1,8,232,59 140 198 128 111 97 148 170
20,"blk.20.ffn_down_exps.weight",1,8,232,59 140 198 128 111 97 148 170
21,"blk.21.ffn_gate_exps.weight",1,8,232,218 154 204 144 199 181 58 116
21,"blk.21.ffn_up_exps.weight",1,8,232,218 154 204 144 199 181 58 116
21,"blk.21.ffn_down_exps.weight",1,8,232,218 154 204 144 199 181 58 116
22,"blk.22.ffn_gate_exps.weight",1,8,232,15 2 54 169 20 222 114 198
22,"blk.22.ffn_up_exps.weight",1,8,232,15 2 54 169 20 222 114 198
22,"blk.22.ffn_down_exps.weight",1,8,232,15 2 54 169 20 222 114 198
23,"blk.23.ffn_gate_exps.weight",1,8,232,171 69 15 61 168 205 46 194
23,"blk.23.ffn_up_exps.weight",1,8,232,171 69 15 61 168 205 46 194
23,"blk.23.ffn_down_exps.weight",1,8,232,171 69 15 61 168 205 46 194
24,"blk.24.ffn_gate_exps.weight",1,8,232,189 171 86 44 212 105 15 62
24,"blk.24.ffn_up_exps.weight",1,8,232,189 171 86 44 212 105 15 62
24,"blk.24.ffn_down_exps.weight",1,8,232,189 171 86 44 212 105 15 62
25,"blk.25.ffn_gate_exps.weight",1,8,232,76 120 130 222 199 26 23 1
25,"blk.25.ffn_up_exps.weight",1,8,232,76 120 130 222 199 26 23 1
25,"blk.25.ffn_down_exps.weight",1,8,232,76 120 130 222 199 26 23 1
26,"blk.26.ffn_gate_exps.weight",1,8,232,149 44 152 201 150 151 209 155
26,"blk.26.ffn_up_exps.weight",1,8,232,149 44 152 201 150 151 209 155
26,"blk.26.ffn_down_exps.weight",1,8,232,149 44 152 201 150 151 209 155
27,"blk.27.ffn_gate_exps.weight",1,8,232,65 43 178 9 173 140 217 190
27,"blk.27.ffn_up_exps.weight",1,8,232,65 43 178 9 173 140 217 190
27,"blk.27.ffn_down_exps.weight",1,8,232,65 43 178 9 173 140 217 190
0,"blk.0.ffn_gate_exps.weight",1,8,232,27 8 187 80 46 190 60 217
0,"blk.0.ffn_up_exps.weight",1,8,232,27 8 187 80 46 190 60 217
